Va_rms_pre,Va_rms_flt,Vb_rms_flt,Vc_rms_flt,Va_sag,Vb_sag,Vc_sag,Ia_rms_flt,Ib_rms_flt,Ic_rms_flt,Ia_peak,Ib_peak,Ic_peak,I_max_peak,Va_H2,Va_H3,Va_H5,Ia_H2,Ia_H3,Ib_H2,Ib_H3,Va_thd,Ia_thd,V0_ratio,V2_ratio,V_imbalance,I_imbalance,Ib_Ia_ratio,Ic_Ia_ratio,fault_bus,fault_type,label,Rf_pu
1.03324,0.76513,0.31987,0.31972,0.25949,0.6902,0.69069,0.29983,0.28217,0.44029,0.43616,0.59542,0.82565,0.82565,0.0004,0.00036,4e-05,0.00044,0.00102,0.36878,0.29599,0.00135,0.00478,0.0,0.0,0.63406,0.29206,0.94111,1.46846,4,Double_Line_to_Ground,4,0.048329
1.03313,0.76631,0.32079,0.32075,0.25827,0.68954,0.68952,0.29972,0.28228,0.44013,0.43469,0.59208,0.82583,0.82583,0.00031,0.00061,0.00067,0.0021,0.00192,0.36602,0.29539,0.00153,0.00537,0.0,0.0,0.63294,0.29179,0.9418,1.46844,4,Double_Line_to_Ground,4,0.054556
1.03349,0.7665,0.32194,0.3231,0.25834,0.6884,0.68725,0.29975,0.28167,0.43969,0.42908,0.59374,0.82611,0.82611,0.0009,0.00036,0.00027,0.00106,0.00057,0.37129,0.29792,0.00147,0.00496,0.0,0.0,0.62907,0.29181,0.93969,1.46689,4,Double_Line_to_Ground,4,0.061585
1.0325,0.76745,0.32455,0.3243,0.25671,0.68584,0.68599,0.30046,0.28192,0.44029,0.43551,0.58924,0.82566,0.82566,0.00061,0.00047,0.00058,0.00121,0.00053,0.36771,0.29405,0.00167,0.0042,0.0,0.0,0.62561,0.29159,0.9383,1.4654,4,Double_Line_to_Ground,4,0.069519
1.0333,0.76766,0.3264,0.3262,0.25708,0.68391,0.68422,0.2995,0.28196,0.44007,0.43255,0.59361,0.82446,0.82446,0.00065,0.00069,0.00032,0.00202,0.00166,0.36935,0.29613,0.00156,0.00529,0.0,0.0,0.62151,0.29237,0.94143,1.46932,4,Double_Line_to_Ground,4,0.078476
1.03256,0.76892,0.32743,0.3287,0.25533,0.68321,0.68177,0.30013,0.28215,0.44018,0.43285,0.59622,0.82809,0.82809,0.00034,0.00043,0.00058,0.00197,0.00055,0.37231,0.2973,0.00177,0.00368,0.0,0.0,0.61872,0.29154,0.94008,1.46663,4,Double_Line_to_Ground,4,0.088587
1.03332,0.76901,0.33067,0.33064,0.25579,0.67984,0.67975,0.3,0.28176,0.44047,0.4312,0.59025,0.82143,0.82143,0.00077,0.00042,0.0004,0.00149,0.00163,0.3715,0.29471,0.00132,0.00426,0.0,0.0,0.61296,0.29267,0.9392,1.46822,4,Double_Line_to_Ground,4,0.1
1.03237,0.76341,0.31306,0.31359,0.26053,0.69682,0.69644,0.2999,0.28341,0.44211,0.43567,0.59815,0.827,0.827,0.00042,0.00076,1e-05,0.00254,0.0014,0.36809,0.29221,0.00162,0.00484,0.0,0.0,0.64757,0.29346,0.94504,1.47423,5,Double_Line_to_Ground,4,0.0
1.03286,0.76335,0.31382,0.31415,0.26093,0.69618,0.69591,0.30031,0.28342,0.4421,0.43293,0.60289,0.82647,0.82647,0.00038,0.00015,0.00055,0.001,0.00078,0.37002,0.29685,0.00126,0.00432,0.0,0.0,0.64596,0.2929,0.94377,1.47214,5,Double_Line_to_Ground,4,0.001
1.03281,0.76365,0.31343,0.31394,0.26061,0.69643,0.69609,0.29992,0.2831,0.44224,0.43356,0.6008,0.82287,0.82287,0.00022,0.00083,0.00078,0.00115,0.00142,0.37056,0.29793,0.00163,0.00493,0.0,0.0,0.64694,0.29403,0.9439,1.47451,5,Double_Line_to_Ground,4,0.001129
1.0324,0.76326,0.31399,0.31397,0.26069,0.69586,0.69598,0.30032,0.28286,0.4415,0.43461,0.59545,0.82593,0.82593,0.00077,0.00018,0.00035,0.00197,0.00128,0.36993,0.29635,0.00155,0.00406,0.0,0.0,0.64588,0.29261,0.94186,1.47013,5,Double_Line_to_Ground,4,0.001274
1.03243,0.76306,0.31431,0.31336,0.26091,0.69568,0.69674,0.29997,0.2829,0.44224,0.42954,0.59557,0.82876,0.82876,0.00029,0.00014,0.00057,0.00116,0.00095,0.36734,0.2948,0.00181,0.0038,0.0,0.0,0.64602,0.29421,0.94308,1.47424,5,Double_Line_to_Ground,4,0.001438
1.03258,0.76352,0.31428,0.31388,0.26057,0.69589,0.69619,0.30002,0.28299,0.44199,0.43221,0.59851,0.82881,0.82881,0.00069,0.00034,0.00133,0.00096,0.00035,0.36887,0.2957,0.00204,0.00447,0.0,0.0,0.64589,0.29364,0.94324,1.47323,5,Double_Line_to_Ground,4,0.001624
1.03273,0.76293,0.31369,0.31413,0.26125,0.69631,0.69582,0.30014,0.28319,0.44133,0.43145,0.5918,0.83035,0.83035,0.00024,0.00083,0.00022,0.00048,0.00072,0.3683,0.29641,0.0019,0.0033,0.0,0.0,0.64573,0.29213,0.94352,1.47042,5,Double_Line_to_Ground,4,0.001833
1.0323,0.76378,0.3143,0.31404,0.26011,0.69563,0.69587,0.30023,0.28307,0.4416,0.43413,0.59792,0.82525,0.82525,0.0002,0.00094,0.00038,0.0008,0.00242,0.36921,0.29737,0.00185,0.00515,0.0,0.0,0.64594,0.29262,0.94286,1.47089,5,Double_Line_to_Ground,4,0.002069
1.03268,0.76332,0.31512,0.31483,0.26083,0.69504,0.6952,0.2996,0.28281,0.44216,0.42988,0.59286,0.8274,0.8274,0.00079,0.00011,0.00071,0.00165,0.00111,0.3719,0.29756,0.00144,0.00457,0.0,0.0,0.64359,0.29468,0.94397,1.47585,5,Double_Line_to_Ground,4,0.002336
1.03282,0.76319,0.31408,0.3138,0.26106,0.69608,0.69624,0.3001,0.28321,0.44241,0.43073,0.59556,0.82768,0.82768,0.00064,0.00112,0.00084,0.00123,0.00045,0.37115,0.29398,0.00188,0.00308,0.0,0.0,0.64591,0.29394,0.94371,1.47419,5,Double_Line_to_Ground,4,0.002637
1.03293,0.76318,0.31368,0.31485,0.26115,0.69644,0.69516,0.30027,0.28315,0.44209,0.4357,0.59352,0.82546,0.82546,0.00095,0.00018,0.00046,0.00144,0.00156,0.3707,0.29606,0.00168,0.00444,0.0,0.0,0.64512,0.29327,0.94299,1.4723,5,Double_Line_to_Ground,4,0.002976
1.03246,0.7636,0.31422,0.31403,0.2604,0.69586,0.69598,0.30021,0.28322,0.4422,0.43045,0.59908,0.82694,0.82694,0.00062,0.0003,0.00059,0.00212,0.00206,0.3681,0.29647,0.00137,0.00509,0.0,0.0,0.64587,0.29346,0.9434,1.47298,5,Double_Line_to_Ground,4,0.00336
1.03258,0.76357,0.31439,0.3142,0.26053,0.69552,0.69588,0.29968,0.28321,0.44176,0.4286,0.5915,0.82441,0.82441,0.00038,0.0008,0.00059,0.00236,0.00218,0.37069,0.29288,0.00191,0.00493,0.0,0.0,0.64543,0.2934,0.94503,1.47409,5,Double_Line_to_Ground,4,0.003793
1.03259,0.7633,0.3143,0.31381,0.26079,0.69563,0.69623,0.29973,0.28367,0.4419,0.43416,0.60572,0.83397,0.83397,0.00068,0.0003,0.00054,0.0014,0.00125,0.36918,0.29548,0.002,0.00344,0.0,0.0,0.64575,0.29299,0.9464,1.47431,5,Double_Line_to_Ground,4,0.004281
1.03274,0.76341,0.3147,0.31471,0.26079,0.69533,0.69517,0.30004,0.28313,0.44224,0.43356,0.59809,0.82717,0.82717,0.00017,0.0004,0.00087,0.00206,0.00132,0.36884,0.29634,0.00192,0.00408,0.0,0.0,0.64431,0.29384,0.94361,1.47391,5,Double_Line_to_Ground,4,0.004833
1.03288,0.76337,0.31478,0.31502,0.26093,0.69527,0.695,0.30013,0.28308,0.44149,0.42929,0.59835,0.82786,0.82786,0.00023,0.00032,0.00064,0.0035,0.00107,0.37016,0.29408,0.00149,0.00532,0.0,0.0,0.64381,0.29255,0.94321,1.47102,5,Double_Line_to_Ground,4,0.005456
1.03283,0.76364,0.31519,0.31459,0.26063,0.69463,0.69554,0.30041,0.28319,0.44169,0.43902,0.59374,0.82276,0.82276,0.0009,0.00057,0.00076,0.00257,0.00099,0.36852,0.2951,0.00242,0.00479,0.0,0.0,0.6441,0.2924,0.94268,1.47031,5,Double_Line_to_Ground,4,0.006158
1.033,0.76383,0.315,0.31508,0.26057,0.69502,0.69485,0.3,0.28301,0.44207,0.43622,0.59143,0.82626,0.82626,0.00026,0.00092,0.00024,0.00291,0.0008,0.37157,0.29432,0.00177,0.00552,0.0,0.0,0.64393,0.29377,0.94338,1.47359,5,Double_Line_to_Ground,4,0.006952
1.03313,0.76379,0.31523,0.31544,0.2607,0.69478,0.69467,0.30019,0.28272,0.44216,0.43223,0.59645,0.82704,0.82704,0.00013,0.00088,0.00044,0.00061,0.00054,0.37037,0.29632,0.00194,0.00356,0.0,0.0,0.64319,0.29404,0.94182,1.47294,5,Double_Line_to_Ground,4,0.007848
1.03273,0.7638,0.31633,0.31619,0.26041,0.69396,0.69378,0.29992,0.28307,0.4417,0.43017,0.59883,0.82698,0.82698,0.00024,0.00059,0.00052,0.00105,0.00079,0.36987,0.29604,0.00166,0.00262,0.0,0.0,0.64102,0.29318,0.94384,1.47276,5,Double_Line_to_Ground,4,0.008859
1.03324,0.76398,0.31577,0.31547,0.26059,0.69414,0.69453,0.29999,0.28293,0.44176,0.4334,0.5936,0.8323,0.8323,0.00046,0.00026,0.00071,0.00139,0.00148,0.36965,0.29583,0.00155,0.00417,0.0,0.0,0.64272,0.29337,0.94314,1.47261,5,Double_Line_to_Ground,4,0.01
1.03266,0.7646,0.31604,0.3161,0.25958,0.6941,0.69412,0.29997,0.28281,0.44226,0.43034,0.59557,0.82662,0.82662,0.00066,0.00021,0.00087,0.00184,0.00089,0.37035,0.29879,0.00156,0.00377,0.0,0.0,0.64226,0.29438,0.94279,1.47437,5,Double_Line_to_Ground,4,0.011288
1.03283,0.76378,0.31656,0.31684,0.2605,0.69354,0.6933,0.30014,0.28296,0.4422,0.43106,0.59437,0.83182,0.83182,0.00045,0.0005,0.00042,0.00148,0.00107,0.37069,0.29708,0.00126,0.00357,0.0,0.0,0.63997,0.29386,0.94273,1.47329,5,Double_Line_to_Ground,4,0.012743
1.03246,0.76424,0.3171,0.31657,0.25979,0.69286,0.69359,0.30014,0.28302,0.44193,0.43664,0.5964,0.82588,0.82588,0.00101,0.00105,0.0006,0.00096,0.00107,0.3699,0.29623,0.00191,0.00329,0.0,0.0,0.6401,0.29334,0.94295,1.47241,5,Double_Line_to_Ground,4,0.014384
1.03316,0.76481,0.31686,0.31737,0.25973,0.6932,0.69272,0.29973,0.28275,0.44174,0.43076,0.59749,0.8272,0.8272,0.00064,0.00053,0.00074,0.00098,0.0013,0.3673,0.29447,0.002,0.00412,0.0,0.0,0.64001,0.29389,0.94334,1.4738,5,Double_Line_to_Ground,4,0.016238
1.03277,0.76392,0.31761,0.31739,0.26032,0.69246,0.69246,0.29989,0.28313,0.44219,0.4339,0.59667,0.8249,0.8249,0.00037,0.00076,0.00013,0.00162,0.00164,0.37073,0.29501,0.00141,0.00454,0.0,0.0,0.63824,0.29395,0.94411,1.4745,5,Double_Line_to_Ground,4,0.01833
1.0329,0.76478,0.31793,0.31796,0.25958,0.69207,0.69206,0.30081,0.28343,0.44152,0.43345,0.59406,0.8242,0.8242,0.00039,0.00023,0.00065,0.00016,0.00184,0.36956,0.29705,0.00155,0.00411,0.0,0.0,0.63803,0.29129,0.94219,1.46773,5,Double_Line_to_Ground,4,0.020691
1.03274,0.76466,0.31861,0.31863,0.25958,0.69155,0.69139,0.30044,0.28335,0.44191,0.43226,0.59934,0.82692,0.82692,0.00117,0.00068,0.0004,0.00168,0.00224,0.37111,0.29335,0.00195,0.00485,0.0,0.0,0.63633,0.2925,0.94312,1.47086,5,Double_Line_to_Ground,4,0.023357
1.03273,0.76552,0.31934,0.31915,0.25874,0.69074,0.69112,0.30019,0.28322,0.44158,0.43251,0.59326,0.82894,0.82894,0.00017,0.00033,0.00079,0.00072,0.00103,0.36931,0.29539,0.0016,0.00356,0.0,0.0,0.63571,0.29243,0.94347,1.47098,5,Double_Line_to_Ground,4,0.026367
1.03233,0.76603,0.31982,0.31979,0.25796,0.69027,0.69047,0.29982,0.28299,0.44207,0.42737,0.59277,0.82708,0.82708,8e-05,0.00054,0.0002,0.00028,0.00212,0.36804,0.29646,0.00133,0.00383,0.0,0.0,0.63491,0.29401,0.94384,1.47443,5,Double_Line_to_Ground,4,0.029764
1.03312,0.76547,0.3211,0.32101,0.25907,0.68894,0.68953,0.30038,0.28285,0.4421,0.42841,0.59596,0.82659,0.82659,0.00058,0.0008,0.00051,0.00114,0.00108,0.36858,0.29491,0.00172,0.00303,0.0,0.0,0.63146,0.29355,0.94164,1.47184,5,Double_Line_to_Ground,4,0.033598
1.03223,0.76581,0.32199,0.32165,0.2581,0.68829,0.68858,0.30022,0.28255,0.4419,0.42985,0.59503,0.82581,0.82581,0.00052,8e-05,0.00049,0.00103,0.00181,0.37072,0.29697,0.00141,0.00533,0.0,0.0,0.63002,0.29377,0.94113,1.47188,5,Double_Line_to_Ground,4,0.037927
1.03362,0.76676,0.32211,0.32253,0.25818,0.68812,0.68771,0.30014,0.28335,0.44165,0.43006,0.59416,0.82837,0.82837,0.00038,0.00069,0.00053,0.00125,0.00095,0.37055,0.29748,0.0019,0.00393,0.0,0.0,0.62977,0.29246,0.94406,1.47148,5,Double_Line_to_Ground,4,0.042813
1.03274,0.76754,0.32409,0.32394,0.25679,0.68626,0.6863,0.29988,0.2832,0.44199,0.43271,0.59412,0.82484,0.82484,0.0004,0.00042,0.00042,0.00128,0.00111,0.368,0.29235,0.00143,0.0037,0.0,0.0,0.62663,0.29355,0.94438,1.47391,5,Double_Line_to_Ground,4,0.048329
1.03299,0.76788,0.32523,0.32506,0.25664,0.68505,0.68517,0.30009,0.28333,0.44194,0.43426,0.59514,0.83128,0.83128,0.00054,0.00018,0.00031,0.0003,0.00282,0.36765,0.29502,0.00144,0.00573,0.0,0.0,0.62437,0.29304,0.94415,1.47271,5,Double_Line_to_Ground,4,0.054556
1.03306,0.76831,0.32673,0.32645,0.25627,0.68366,0.684,0.29999,0.28302,0.44219,0.43028,0.59525,0.82673,0.82673,0.00108,0.00079,0.00062,0.00113,0.00226,0.36789,0.29298,0.0019,0.00617,0.0,0.0,0.62149,0.29395,0.94344,1.474,5,Double_Line_to_Ground,4,0.061585
1.03266,0.76866,0.32846,0.32874,0.25566,0.68202,0.68182,0.30006,0.28325,0.44194,0.4328,0.6006,0.83263,0.83263,0.00044,0.00121,0.00017,0.00163,0.00166,0.36776,0.29494,0.00214,0.0036,0.0,0.0,0.61725,0.29316,0.94397,1.47282,5,Double_Line_to_Ground,4,0.069519
1.03276,0.76986,0.33022,0.33037,0.25456,0.68048,0.68027,0.30049,0.28339,0.44175,0.43416,0.59743,0.83176,0.83176,0.00057,0.00062,0.00089,0.00105,0.00129,0.36842,0.29572,0.00169,0.00498,0.0,0.0,0.61458,0.29212,0.94312,1.4701,5,Double_Line_to_Ground,4,0.078476
1.03297,0.77077,0.33251,0.33236,0.25383,0.67822,0.67827,0.30028,0.28333,0.44182,0.43177,0.59468,0.82946,0.82946,0.00035,0.00101,0.00033,0.00203,0.00269,0.36724,0.29545,0.00195,0.00576,0.0,0.0,0.61064,0.2926,0.94354,1.47136,5,Double_Line_to_Ground,4,0.088587
1.03245,0.77096,0.33468,0.335,0.25327,0.67603,0.6756,0.30014,0.28344,0.44184,0.43737,0.60331,0.82943,0.82943,0.00065,0.00091,0.00102,0.00101,0.00144,0.37068,0.29802,0.00205,0.0041,0.0,0.0,0.60546,0.29266,0.94435,1.47211,5,Double_Line_to_Ground,4,0.1
1.06004,1.05994,1.06005,1.05969,9e-05,0.00022,0.0,0.29952,0.30027,0.30035,0.43077,0.43551,0.43421,0.43551,0.00044,0.00039,0.00051,0.00054,0.00044,0.00011,0.00235,0.00152,0.0027,0.0,0.0,0.0002,0.00175,1.0025,1.00277,1,No_Fault,0,0.0
1.06029,1.06021,1.06024,1.06045,7e-05,0.0,0.0,0.30031,0.29987,0.30029,0.43816,0.43362,0.43705,0.43816,0.00053,4e-05,7e-05,0.00117,0.00158,0.00122,0.00117,0.00084,0.00378,0.0,0.0,0.00014,0.00094,0.99856,0.99993,1,No_Fault,0,0.0
1.06025,1.05998,1.05968,1.0599,0.00026,0.00058,0.0,0.29975,0.29998,0.30044,0.42981,0.43596,0.4326,0.43596,0.00058,0.00056,0.0004,0.00045,0.00061,0.00192,0.00155,0.00136,0.00389,0.0,0.0,0.00017,0.00128,1.00077,1.0023,1,No_Fault,0,0.0
1.05959,1.06024,1.06012,1.06016,0.0,0.00022,0.0,0.2994,0.29998,0.3004,0.43454,0.43254,0.4387,0.4387,0.00042,0.00048,0.00033,0.00098,0.0013,0.00257,0.00129,0.0011,0.00395,0.0,0.0,6e-05,0.00176,1.00195,1.00335,1,No_Fault,0,0.0
1.06036,1.05986,1.06023,1.05988,0.00046,0.0,0.0,0.29934,0.29986,0.29973,0.43244,0.43164,0.43472,0.43472,0.00037,0.00032,0.0005,0.00123,0.00109,0.00125,0.00101,0.00109,0.00575,0.0,0.0,0.00022,0.001,1.00171,1.00129,1,No_Fault,0,0.0
1.05998,1.06016,1.06022,1.06037,0.0,0.0,0.0,0.30053,0.30003,0.30017,0.43349,0.43248,0.42942,0.43349,0.00083,0.00027,0.00048,0.00206,0.00047,0.00143,0.00087,0.00145,0.00398,0.0,0.0,0.00011,0.00095,0.99834,0.99881,1,No_Fault,0,0.0
1.06014,1.05993,1.05993,1.06018,0.00019,6e-05,0.0,0.30033,0.30062,0.29983,0.43486,0.43724,0.43209,0.43724,0.00039,0.00022,0.00036,0.00099,0.00281,0.00032,0.001,0.00127,0.00606,0.0,0.0,0.00016,0.00144,1.00097,0.99832,1,No_Fault,0,0.0
1.06024,1.05986,1.05989,1.05976,0.00036,0.0,0.00046,0.30019,0.30008,0.30033,0.43323,0.43197,0.43539,0.43539,0.00023,7e-05,0.00036,0.00045,0.00104,0.00059,0.00038,0.00108,0.00438,0.0,0.0,7e-05,0.00045,0.99964,1.00049,1,No_Fault,0,0.0
1.05962,1.06029,1.05996,1.05931,0.0,0.0,0.00043,0.29948,0.29979,0.30036,0.43184,0.4324,0.43201,0.4324,9e-05,0.00051,0.00021,0.00185,0.00093,0.00213,0.00102,0.0015,0.00461,0.0,0.0,0.00051,0.00162,1.00103,1.00295,1,No_Fault,0,0.0
1.05978,1.06029,1.06018,1.05944,0.0,0.0,0.00027,0.30026,0.29991,0.29961,0.43399,0.43067,0.43406,0.43406,0.00015,0.00014,0.00028,0.00029,0.0014,0.00101,0.00116,0.00107,0.00312,0.0,0.0,0.0005,0.0011,0.99885,0.99785,1,No_Fault,0,0.0
1.05979,1.06056,1.06032,1.06005,0.0,0.0,0.00015,0.29975,0.30038,0.30011,0.42884,0.43653,0.43052,0.43653,0.00044,0.00028,0.00028,0.00222,0.00216,0.00068,0.00136,0.00139,0.00413,0.0,0.0,0.00025,0.00111,1.00212,1.00122,1,No_Fault,0,0.0
1.0596,1.06017,1.05947,1.06004,0.0,0.00049,0.0,0.3,0.29994,0.30007,0.4322,0.43068,0.43486,0.43486,0.00058,0.00032,0.00043,0.00104,0.00098,0.00115,0.0018,0.00119,0.00455,0.0,0.0,0.0004,0.00022,0.99982,1.00024,1,No_Fault,0,0.0
1.06036,1.05968,1.06022,1.05953,0.00064,0.0,0.00058,0.29969,0.29998,0.30038,0.43205,0.42993,0.43481,0.43481,0.00034,0.00021,0.0002,0.00083,0.00118,0.00059,0.00161,0.00091,0.00379,0.0,0.0,0.00039,0.00121,1.00095,1.0023,1,No_Fault,0,0.0
1.06023,1.06008,1.06062,1.0601,0.00014,0.0,0.0,0.29965,0.30016,0.30046,0.43153,0.43272,0.42748,0.43272,0.00047,0.00057,0.00048,0.0003,0.00046,0.0026,0.00295,0.00127,0.00376,0.0,0.0,0.00033,0.00145,1.00168,1.00267,1,No_Fault,0,0.0
1.06007,1.06001,1.06003,1.05964,5e-05,9e-05,0.00086,0.30012,0.29933,0.29959,0.43431,0.42937,0.43719,0.43719,0.00051,0.00046,0.00031,0.00018,0.00179,0.00133,0.0013,0.00105,0.00468,0.0,0.0,0.00024,0.00146,0.99738,0.99825,1,No_Fault,0,0.0
1.06028,1.05977,1.05985,1.06077,0.00048,0.0,0.0,0.30027,0.2997,0.29988,0.43341,0.43327,0.43193,0.43341,0.00036,0.00035,0.00016,0.00084,0.00124,0.00225,0.00103,0.00111,0.00547,0.0,0.0,0.0006,0.00105,0.99811,0.99873,1,No_Fault,0,0.0
1.06033,1.05973,1.05992,1.06019,0.00057,0.0,0.0,0.30002,0.29983,0.30024,0.43145,0.42647,0.4327,0.4327,0.00051,0.00033,0.00024,0.00147,0.00095,0.00088,0.0014,0.00153,0.00349,0.0,0.0,0.00023,0.00071,0.99936,1.00075,1,No_Fault,0,0.0
1.06016,1.05977,1.05992,1.05963,0.00037,0.0,0.00063,0.2999,0.29973,0.29988,0.4376,0.42857,0.43353,0.4376,0.00013,0.00018,0.0002,0.0012,0.00093,0.00158,0.00222,0.00092,0.00408,0.0,0.0,0.00014,0.00037,0.99942,0.99994,1,No_Fault,0,0.0
1.06,1.06011,1.05994,1.06006,0.0,0.0007,0.00011,0.30017,0.30032,0.30046,0.43052,0.43226,0.43073,0.43226,0.00021,0.00013,0.00039,0.00113,0.00127,0.00083,0.00199,0.00131,0.00375,0.0,0.0,9e-05,0.00048,1.00048,1.00095,1,No_Fault,0,0.0
1.06019,1.05952,1.06058,1.06009,0.00063,0.0,0.0,0.30062,0.29991,0.30031,0.43379,0.43331,0.43232,0.43379,0.00013,0.00033,0.0005,0.00096,0.00061,0.00096,0.00208,0.00095,0.00316,0.0,0.0,0.00051,0.00123,0.99763,0.99896,1,No_Fault,0,0.0
1.06004,1.05958,1.05997,1.05986,0.00043,0.0,0.00019,0.29983,0.29982,0.29999,0.43036,0.43282,0.43418,0.43418,0.00021,0.00047,0.00015,0.00177,0.00232,0.00131,0.00194,0.00112,0.0054,0.0,0.0,0.00021,0.00036,0.99996,1.00052,1,No_Fault,0,0.0
1.05995,1.06039,1.06008,1.05964,0.0,0.00022,0.0,0.29963,0.30021,0.30011,0.43204,0.43269,0.4362,0.4362,0.00027,0.00037,0.00051,0.00188,0.00185,0.00139,0.00104,0.00126,0.00452,0.0,0.0,0.00037,0.00118,1.00194,1.0016,1,No_Fault,0,0.0
1.05969,1.06018,1.0601,1.06031,0.0,0.0,0.0,0.29987,0.29977,0.30029,0.42742,0.43338,0.43011,0.43338,0.00025,9e-05,0.00034,0.00285,0.00157,0.00061,0.00105,0.00134,0.00477,0.0,0.0,0.00011,0.00104,0.99966,1.00139,1,No_Fault,0,0.0
1.05979,1.06023,1.05982,1.06001,0.0,0.0,0.0,0.2998,0.30013,0.2994,0.42985,0.43099,0.43451,0.43451,0.00028,0.00016,0.0007,0.00114,0.00112,0.00141,0.00199,0.00152,0.00397,0.0,0.0,0.0002,0.00127,1.00108,0.99864,1,No_Fault,0,0.0
1.05998,1.06003,1.06033,1.06045,0.0,0.0,0.0,0.30008,0.29988,0.30058,0.43161,0.43228,0.43332,0.43332,0.0002,0.00074,0.00025,0.00103,0.00132,0.00272,0.00075,0.00119,0.00317,0.0,0.0,0.00022,0.00135,0.99933,1.00169,1,No_Fault,0,0.0
1.06024,1.05979,1.06015,1.0597,0.00042,0.00013,0.00026,0.29953,0.30007,0.30057,0.42776,0.43399,0.43424,0.43424,8e-05,0.00029,0.00022,0.00135,0.00166,0.00221,0.00063,0.0009,0.00478,0.0,0.0,0.00026,0.00176,1.00181,1.00347,1,No_Fault,0,0.0
1.05988,1.06016,1.05995,1.06007,0.0,0.0,0.0,0.29945,0.29996,0.30008,0.4318,0.42857,0.43039,0.4318,0.00051,0.00024,0.00012,0.00256,0.00117,0.00149,0.00224,0.00109,0.00474,0.0,0.0,0.0001,0.00127,1.00172,1.0021,1,No_Fault,0,0.0
1.06003,1.06025,1.06008,1.05972,0.0,0.00028,0.0,0.29941,0.30016,0.30011,0.43589,0.43197,0.43586,0.43589,0.0002,0.00045,0.00074,0.00066,0.00113,0.00206,0.00093,0.00128,0.00398,0.0,0.0,0.00028,0.00159,1.00247,1.00231,1,No_Fault,0,0.0
1.05977,1.06009,1.06012,1.06013,0.0,8e-05,0.0,0.3001,0.30003,0.30034,0.43098,0.433,0.43254,0.433,0.00036,0.0003,0.00063,0.00193,0.00139,0.00189,0.00136,0.00119,0.00391,0.0,0.0,2e-05,0.0006,0.99979,1.0008,1,No_Fault,0,0.0
1.05978,1.05961,1.06005,1.06025,0.00015,0.0,0.0,0.30009,0.29977,0.29979,0.43143,0.43232,0.43047,0.43232,0.00015,0.00042,0.00041,0.00124,0.00149,0.00191,0.00147,0.00094,0.00533,0.0,0.0,0.00034,0.00069,0.99895,0.99899,1,No_Fault,0,0.0
1.05921,1.05967,1.0603,1.0597,0.0,0.0,0.00026,0.29964,0.30034,0.30037,0.42797,0.43452,0.43382,0.43452,2e-05,0.00054,0.00012,0.00051,0.00037,0.0013,0.00203,0.00105,0.00311,0.0,0.0,0.00039,0.00159,1.00234,1.00245,1,No_Fault,0,0.0
1.05987,1.0606,1.06001,1.06012,0.0,0.0,0.00038,0.3005,0.30047,0.29975,0.43081,0.43006,0.43335,0.43335,0.00025,0.00013,0.00033,0.00292,0.00266,0.00132,0.00138,0.00134,0.00606,0.0,0.0,0.00033,0.00164,0.99989,0.99749,1,No_Fault,0,0.0
1.05985,1.05982,1.05958,1.06023,3e-05,0.00058,0.0,0.29988,0.30018,0.29945,0.43631,0.43424,0.42778,0.43631,0.00043,0.00069,0.00061,0.00141,0.0028,0.00224,0.00118,0.00142,0.00504,0.0,0.0,0.00034,0.00129,1.00099,0.99856,1,No_Fault,0,0.0
1.05999,1.05987,1.0603,1.06001,0.00011,0.0,0.00018,0.29981,0.30044,0.30025,0.43081,0.43298,0.4328,0.43298,0.00057,0.00026,0.00038,0.00135,0.00117,0.00184,0.00098,0.00137,0.00436,0.0,0.0,0.00023,0.00118,1.00209,1.00146,1,No_Fault,0,0.0
1.05994,1.05968,1.06038,1.05955,0.00024,0.0,0.00103,0.30008,0.29993,0.29997,0.42991,0.4289,0.42947,0.42991,0.00024,0.00057,0.00023,0.00071,0.00036,0.00119,0.0004,0.00092,0.00417,0.0,0.0,0.00048,0.00029,0.99949,0.99963,1,No_Fault,0,0.0
1.06065,1.06016,1.06032,1.06012,0.00046,0.0,0.0,0.29993,0.30004,0.29964,0.42964,0.42978,0.43526,0.43526,0.00037,0.0003,0.00027,0.0009,0.00163,0.00134,0.00104,0.00108,0.005,0.0,0.0,0.00012,0.00077,1.00037,0.99903,1,No_Fault,0,0.0
1.05967,1.05986,1.06015,1.05987,0.0,0.0,7e-05,0.30001,0.29954,0.3005,0.43178,0.43264,0.43405,0.43405,0.00048,0.00022,0.00027,0.00114,0.00143,0.0011,0.00185,0.00118,0.00402,0.0,0.0,0.00018,0.00161,0.99845,1.00164,1,No_Fault,0,0.0
1.06032,1.05946,1.06026,1.06046,0.00081,0.0,0.0,0.29997,0.29974,0.30047,0.43502,0.43406,0.43116,0.43502,0.00028,0.00031,0.00022,0.00152,0.00073,0.00175,0.00108,0.00098,0.00493,0.0,0.0,0.00057,0.00137,0.99924,1.00168,1,No_Fault,0,0.0
1.05991,1.05984,1.05966,1.0594,7e-05,0.0008,0.0002,0.29977,0.30014,0.29991,0.43511,0.43616,0.43042,0.43616,0.00031,0.00024,0.00115,0.00148,0.0004,0.00091,0.00075,0.00172,0.00413,0.0,0.0,0.00022,0.00066,1.00123,1.00047,1,No_Fault,0,0.0
